index,state,agency_type,agency_name,population_1,total_offenses,crimes_against_persons,crimes_against_property,crimes_against_society,assault_offenses,aggravated_assault,simple_assault,intimidation,homicide_offenses,murder_and_nonnegligent_manslaughter,negligent_man_slaughter,justifiable_homicide,human_trafficking_offenses,commercial_sex_acts,involuntary_servitude,kidnapping_abduction,sex_offenses,rape,sodomy,sexual_assault_with_an_object,fondling,incest,statutory_rape,arson,bribery,burglary_breaking_&_entering,counter_feiting_forgery,destruction_damage_vandalism_of_property,embezzle_ment,extortion_blackmail,fraud_offenses,false_pretenses_swindle_confidence_game,credit_card_automated_teller_machine_fraud,imper_sonation,welfare_fraud,wire_fraud,identity_theft,hacking_computer_invasion,larceny_theft_offenses,pocket_picking,purse_snatching,shop_lifting,theft_from_building,theft_from_coin_op_erated_machine_or_device,theft_from_motor_vehicle,theft_of_motor_vehicle_parts_or_acces_sories,all_other_larceny,motor_vehicle_theft,robbery,stolen_property_offenses,animal_cruelty,drug_narcotic_offenses,drug_narcotic_violations,drug_equipment_violations,gambling_offenses,betting_wagering,operating_promoting_assisting_gambling,gambling_equipment_violations,sports_tampering,por_nography_obscene_material,pros_titution_offenses,pros_titution,assisting_or_promoting_prostitution,purchasing_prostitution,weapon_law_violations
0,ARIZONA,Cities,Apache Junction,43385.0,2169.0,449.0,1123.0,597.0,398.0,71.0,259.0,68.0,4.0,2.0,2.0,0.0,0.0,0.0,0.0,12.0,35.0,8.0,0.0,2.0,24.0,0.0,1.0,6.0,0.0,125.0,28.0,155.0,2.0,1.0,121.0,53.0,27.0,41.0,0.0,0.0,0.0,0.0,563.0,0.0,0.0,132.0,50.0,4.0,143.0,21.0,213.0,88.0,10.0,24.0,9.0,527.0,289.0,238.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,55.0
1,ARIZONA,Cities,Casa Grande,59822.0,3841.0,1108.0,1712.0,1021.0,980.0,284.0,567.0,129.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,28.0,99.0,20.0,3.0,0.0,59.0,0.0,17.0,14.0,1.0,156.0,36.0,205.0,4.0,5.0,159.0,102.0,34.0,0.0,0.0,0.0,23.0,0.0,973.0,2.0,2.0,415.0,54.0,0.0,214.0,24.0,262.0,110.0,38.0,11.0,3.0,880.0,411.0,469.0,0.0,0.0,0.0,0.0,0.0,25.0,1.0,0.0,1.0,0.0,112.0
2,ARIZONA,Cities,Coolidge,13277.0,1316.0,202.0,529.0,585.0,187.0,73.0,107.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,11.0,4.0,0.0,0.0,5.0,0.0,2.0,5.0,0.0,38.0,8.0,130.0,0.0,0.0,18.0,8.0,6.0,4.0,0.0,0.0,0.0,0.0,300.0,0.0,0.0,175.0,0.0,0.0,13.0,3.0,109.0,20.0,5.0,5.0,0.0,545.0,266.0,279.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0
3,ARIZONA,Cities,Eagar,4944.0,91.0,25.0,34.0,32.0,21.0,9.0,8.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,7.0,1.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,19.0,0.0,0.0,2.0,1.0,0.0,6.0,1.0,9.0,3.0,0.0,0.0,0.0,31.0,17.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
4,ARIZONA,Cities,Gilbert,259629.0,11263.0,2176.0,6048.0,3039.0,1987.0,195.0,1356.0,436.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,37.0,148.0,46.0,1.0,0.0,79.0,0.0,22.0,10.0,0.0,363.0,95.0,2027.0,22.0,27.0,925.0,301.0,158.0,12.0,0.0,0.0,448.0,6.0,2305.0,2.0,5.0,651.0,53.0,0.0,579.0,59.0,956.0,155.0,40.0,79.0,31.0,2800.0,1190.0,1610.0,0.0,0.0,0.0,0.0,0.0,75.0,3.0,1.0,2.0,0.0,130.0
5,ARIZONA,Cities,Huachuca City,1723.0,30.0,2.0,19.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,13.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,8.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
6,ARIZONA,Cities,Lake Havasu City,56243.0,2656.0,794.0,1177.0,685.0,720.0,75.0,600.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,72.0,26.0,1.0,0.0,28.0,4.0,13.0,7.0,0.0,103.0,27.0,77.0,1.0,2.0,273.0,143.0,59.0,8.0,0.0,0.0,61.0,2.0,627.0,0.0,2.0,133.0,2.0,3.0,123.0,13.0,351.0,53.0,3.0,4.0,26.0,614.0,331.0,283.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,32.0
7,ARIZONA,Cities,Mesa,527361.0,27198.0,6604.0,14513.0,6081.0,5941.0,1345.0,3833.0,763.0,28.0,19.0,3.0,6.0,4.0,4.0,0.0,146.0,485.0,151.0,48.0,41.0,210.0,1.0,34.0,22.0,0.0,1608.0,204.0,1147.0,74.0,39.0,2439.0,786.0,687.0,27.0,4.0,111.0,812.0,12.0,7440.0,11.0,12.0,2171.0,756.0,18.0,2120.0,653.0,1699.0,1037.0,383.0,120.0,54.0,5555.0,2448.0,3107.0,0.0,0.0,0.0,0.0,0.0,35.0,34.0,13.0,6.0,15.0,403.0
8,ARIZONA,Cities,Oro Valley,46634.0,1671.0,137.0,979.0,555.0,130.0,16.0,102.0,12.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,5.0,3.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,40.0,4.0,186.0,2.0,0.0,215.0,73.0,37.0,14.0,0.0,4.0,69.0,18.0,502.0,0.0,0.0,196.0,45.0,0.0,128.0,13.0,120.0,18.0,8.0,3.0,2.0,539.0,242.0,297.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0
9,ARIZONA,Cities,Parker,3224.0,214.0,19.0,157.0,38.0,15.0,6.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,2.0,0.0,1.0,2.0,0.0,23.0,3.0,58.0,0.0,0.0,13.0,7.0,4.0,0.0,0.0,0.0,2.0,0.0,45.0,0.0,0.0,5.0,2.0,0.0,8.0,0.0,30.0,11.0,1.0,1.0,0.0,35.0,25.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0
10,ARIZONA,Cities,Payson,15869.0,1367.0,276.0,610.0,481.0,272.0,99.0,138.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,76.0,0.0,194.0,0.0,0.0,25.0,0.0,13.0,12.0,0.0,0.0,0.0,0.0,278.0,0.0,0.0,67.0,0.0,0.0,0.0,0.0,211.0,23.0,2.0,8.0,0.0,447.0,202.0,245.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,31.0
11,ARIZONA,Cities,San Luis,35574.0,947.0,109.0,469.0,369.0,101.0,21.0,70.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,2.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,37.0,9.0,107.0,0.0,2.0,21.0,16.0,2.0,3.0,0.0,0.0,0.0,0.0,204.0,0.0,0.0,78.0,0.0,0.0,18.0,3.0,105.0,86.0,2.0,1.0,0.0,360.0,177.0,183.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,8.0
12,ARIZONA,Cities,Somerton,16811.0,418.0,128.0,235.0,55.0,121.0,29.0,72.0,20.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,30.0,9.0,80.0,0.0,1.0,18.0,14.0,3.0,1.0,0.0,0.0,0.0,0.0,71.0,0.0,0.0,19.0,0.0,0.0,4.0,1.0,47.0,22.0,3.0,1.0,0.0,41.0,23.0,18.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,11.0
13,ARIZONA,Cities,Surprise,144620.0,4806.0,1199.0,2638.0,969.0,1113.0,145.0,765.0,203.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,16.0,68.0,21.0,8.0,7.0,27.0,0.0,5.0,14.0,0.0,172.0,29.0,121.0,3.0,24.0,378.0,168.0,70.0,13.0,0.0,31.0,95.0,1.0,1694.0,0.0,6.0,529.0,10.0,0.0,457.0,84.0,608.0,165.0,30.0,8.0,6.0,891.0,392.0,499.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,69.0
14,ARIZONA,Cities,Wellton,3062.0,105.0,20.0,66.0,19.0,20.0,3.0,16.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,22.0,0.0,0.0,8.0,4.0,2.0,0.0,0.0,0.0,2.0,0.0,25.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,22.0,0.0,0.0,0.0,2.0,13.0,7.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0
15,ARIZONA,Cities,Yuma,99096.0,6591.0,1142.0,4070.0,1379.0,981.0,411.0,479.0,91.0,11.0,11.0,0.0,0.0,0.0,0.0,0.0,33.0,117.0,38.0,1.0,0.0,59.0,0.0,19.0,25.0,0.0,336.0,39.0,1159.0,0.0,9.0,426.0,234.0,58.0,134.0,0.0,0.0,0.0,0.0,1822.0,0.0,0.0,543.0,0.0,0.0,214.0,16.0,1049.0,202.0,43.0,9.0,0.0,1156.0,564.0,592.0,0.0,0.0,0.0,0.0,0.0,57.0,0.0,0.0,0.0,0.0,166.0
16,ARIZONA,Universities and Colleges,Arizona Western College,11521.0,9.0,2.0,7.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,ARIZONA,Universities and Colleges,Central Arizona College,8518.0,20.0,2.0,13.0,5.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,3.0,1.0,0.0,0.0,0.0,5.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,ARIZONA,Metropolitan Counties,Pima,,16152.0,3255.0,10952.0,1945.0,3055.0,705.0,2117.0,233.0,25.0,23.0,1.0,1.0,0.0,0.0,0.0,6.0,169.0,53.0,5.0,1.0,109.0,1.0,0.0,64.0,0.0,1027.0,61.0,2122.0,38.0,0.0,1455.0,380.0,352.0,114.0,14.0,52.0,429.0,114.0,5534.0,6.0,12.0,2465.0,266.0,17.0,1167.0,87.0,1514.0,494.0,146.0,11.0,42.0,1791.0,911.0,880.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112.0
19,ARIZONA,Metropolitan Counties,Yuma,,2942.0,776.0,1855.0,311.0,697.0,117.0,492.0,88.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,13.0,58.0,20.0,9.0,0.0,21.0,0.0,8.0,11.0,0.0,246.0,14.0,578.0,0.0,3.0,257.0,194.0,17.0,1.0,0.0,0.0,45.0,0.0,605.0,0.0,0.0,39.0,45.0,0.0,67.0,5.0,449.0,116.0,6.0,19.0,7.0,237.0,114.0,123.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,57.0
20,ARIZONA,Other,Tucson Airport Authority,,127.0,9.0,73.0,45.0,9.0,1.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,15.0,1.0,0.0,22.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,2.0,8.0,1.0,2.0,2.0,11.0,6.0,0.0,0.0,0.0,36.0,26.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0
21,ARKANSAS,Cities,Alexander,3524.0,393.0,103.0,193.0,97.0,94.0,33.0,28.0,33.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,2.0,5.0,0.0,0.0,0.0,0.0,3.0,0.0,39.0,3.0,46.0,0.0,1.0,37.0,33.0,4.0,0.0,0.0,0.0,0.0,0.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,6.0,0.0,4.0,0.0,87.0,49.0,38.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,7.0
22,ARKANSAS,Cities,Alma,5904.0,487.0,171.0,267.0,49.0,158.0,11.0,76.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,11.0,4.0,5.0,0.0,2.0,0.0,0.0,1.0,0.0,30.0,14.0,67.0,0.0,0.0,23.0,1.0,6.0,16.0,0.0,0.0,0.0,0.0,121.0,1.0,2.0,9.0,23.0,2.0,14.0,0.0,70.0,3.0,0.0,8.0,0.0,44.0,24.0,20.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0
23,ARKANSAS,Cities,Altus,726.0,19.0,9.0,10.0,0.0,9.0,0.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,ARKANSAS,Cities,Amity,681.0,11.0,3.0,8.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,ARKANSAS,Cities,Arkadelphia,10732.0,631.0,193.0,378.0,60.0,191.0,43.0,91.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,37.0,20.0,95.0,0.0,0.0,18.0,1.0,17.0,0.0,0.0,0.0,0.0,0.0,187.0,3.0,0.0,39.0,13.0,0.0,11.0,1.0,120.0,7.0,4.0,9.0,0.0,50.0,34.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0
26,ARKANSAS,Cities,Ash Flat,1099.0,141.0,23.0,84.0,34.0,22.0,1.0,9.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,3.0,6.0,0.0,0.0,16.0,10.0,1.0,5.0,0.0,0.0,0.0,0.0,46.0,0.0,1.0,2.0,11.0,0.0,3.0,0.0,29.0,0.0,0.0,4.0,0.0,34.0,20.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,ARKANSAS,Cities,Ashdown,4367.0,382.0,43.0,170.0,169.0,40.0,5.0,35.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,22.0,6.0,39.0,0.0,0.0,12.0,1.0,1.0,4.0,0.0,1.0,5.0,0.0,77.0,0.0,0.0,19.0,0.0,0.0,1.0,0.0,57.0,12.0,1.0,1.0,0.0,164.0,116.0,48.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0
28,ARKANSAS,Cities,Atkins,3040.0,173.0,24.0,106.0,43.0,20.0,3.0,16.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,18.0,5.0,15.0,0.0,0.0,7.0,3.0,1.0,3.0,0.0,0.0,0.0,0.0,53.0,0.0,1.0,9.0,1.0,0.0,5.0,0.0,37.0,2.0,0.0,5.0,0.0,39.0,21.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
29,ARKANSAS,Cities,Augusta,1917.0,65.0,15.0,48.0,2.0,12.0,3.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0,0.0,16.0,0.0,0.0,15.0,0.0,0.0,14.0,1.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
30,ARKANSAS,Cities,Austin,4401.0,177.0,41.0,106.0,30.0,36.0,7.0,15.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0,8.0,0.0,0.0,35.0,32.0,3.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,17.0,4.0,0.0,1.0,0.0,29.0,14.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
31,ARKANSAS,Cities,Bald Knob,2864.0,329.0,101.0,146.0,82.0,97.0,10.0,58.0,29.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,30.0,4.0,31.0,0.0,0.0,7.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,67.0,0.0,0.0,1.0,3.0,0.0,3.0,1.0,59.0,4.0,0.0,2.0,0.0,76.0,37.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
32,ARKANSAS,Cities,Barling,5076.0,299.0,71.0,105.0,123.0,66.0,21.0,23.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,4.0,18.0,0.0,0.0,5.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,54.0,0.0,0.0,5.0,7.0,0.0,9.0,2.0,31.0,4.0,0.0,5.0,0.0,119.0,57.0,62.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0
33,ARKANSAS,Cities,Batesville,10938.0,604.0,108.0,376.0,120.0,90.0,18.0,40.0,32.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,15.0,9.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,21.0,48.0,0.0,0.0,28.0,8.0,18.0,2.0,0.0,0.0,0.0,0.0,213.0,2.0,1.0,69.0,15.0,0.0,29.0,4.0,93.0,23.0,1.0,10.0,0.0,112.0,76.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0
34,ARKANSAS,Cities,Bay,1823.0,81.0,15.0,37.0,29.0,12.0,6.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,3.0,0.0,0.0,16.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,5.0,1.0,0.0,2.0,0.0,26.0,18.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
35,ARKANSAS,Cities,Beebe,8268.0,682.0,96.0,378.0,208.0,87.0,20.0,50.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,3.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,37.0,6.0,49.0,0.0,0.0,123.0,107.0,16.0,0.0,0.0,0.0,0.0,0.0,139.0,0.0,0.0,13.0,13.0,0.0,33.0,4.0,76.0,17.0,1.0,5.0,0.0,189.0,103.0,86.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,18.0
36,ARKANSAS,Cities,Bella Vista,29138.0,1194.0,149.0,534.0,511.0,134.0,39.0,48.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,14.0,8.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,11.0,74.0,0.0,0.0,252.0,237.0,14.0,1.0,0.0,0.0,0.0,0.0,146.0,0.0,0.0,2.0,9.0,0.0,35.0,1.0,99.0,4.0,2.0,19.0,0.0,487.0,240.0,247.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,21.0
37,ARKANSAS,Cities,Benton,37542.0,3200.0,880.0,1979.0,341.0,819.0,175.0,259.0,385.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,16.0,43.0,19.0,0.0,0.0,22.0,1.0,1.0,5.0,0.0,186.0,77.0,377.0,0.0,2.0,159.0,71.0,81.0,6.0,0.0,1.0,0.0,0.0,992.0,2.0,2.0,145.0,34.0,6.0,289.0,49.0,465.0,115.0,21.0,45.0,0.0,306.0,167.0,139.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,30.0
38,ARKANSAS,Cities,Bentonville,57575.0,3325.0,564.0,2062.0,699.0,500.0,154.0,236.0,110.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,53.0,17.0,3.0,3.0,30.0,0.0,0.0,1.0,0.0,96.0,46.0,249.0,2.0,15.0,763.0,58.0,83.0,622.0,0.0,0.0,0.0,0.0,760.0,0.0,0.0,99.0,0.0,3.0,280.0,3.0,375.0,58.0,6.0,66.0,0.0,666.0,333.0,333.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,1.0,0.0,0.0,22.0
39,ARKANSAS,Cities,Berryville,5577.0,391.0,65.0,247.0,79.0,62.0,8.0,49.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,24.0,7.0,21.0,0.0,0.0,56.0,3.0,8.0,45.0,0.0,0.0,0.0,0.0,125.0,0.0,0.0,25.0,1.0,0.0,0.0,0.0,99.0,11.0,3.0,0.0,0.0,76.0,40.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
40,ARKANSAS,Cities,Blytheville,13239.0,1679.0,586.0,986.0,107.0,539.0,110.0,228.0,201.0,20.0,18.0,2.0,0.0,0.0,0.0,0.0,5.0,22.0,10.0,0.0,0.0,8.0,0.0,4.0,1.0,0.0,83.0,32.0,221.0,0.0,0.0,6.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,600.0,0.0,0.0,148.0,20.0,4.0,61.0,21.0,346.0,20.0,21.0,2.0,0.0,88.0,85.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,16.0
41,ARKANSAS,Cities,Bono,2517.0,85.0,27.0,26.0,32.0,24.0,2.0,5.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,9.0,3.0,0.0,0.0,0.0,32.0,23.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42,ARKANSAS,Cities,Booneville,3765.0,260.0,70.0,106.0,84.0,68.0,12.0,47.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,3.0,19.0,0.0,0.0,6.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,54.0,0.0,1.0,1.0,2.0,0.0,3.0,1.0,46.0,5.0,0.0,2.0,0.0,75.0,43.0,32.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,7.0
43,ARKANSAS,Cities,Bradford,734.0,39.0,19.0,11.0,9.0,17.0,3.0,12.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,8.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
44,ARKANSAS,Cities,Brinkley,2531.0,285.0,97.0,152.0,36.0,95.0,18.0,51.0,26.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,22.0,6.0,40.0,0.0,0.0,9.0,0.0,7.0,2.0,0.0,0.0,0.0,0.0,56.0,0.0,0.0,4.0,0.0,0.0,6.0,1.0,45.0,14.0,2.0,2.0,0.0,31.0,20.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,4.0
45,ARKANSAS,Cities,Bryant,21497.0,1667.0,214.0,1195.0,258.0,202.0,26.0,115.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11.0,8.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,51.0,29.0,164.0,0.0,0.0,152.0,33.0,71.0,43.0,0.0,5.0,0.0,0.0,753.0,0.0,0.0,190.0,11.0,0.0,210.0,13.0,329.0,36.0,4.0,6.0,0.0,245.0,141.0,104.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,12.0
