state,agency_type,agency_name,population_1,total_offenses,crimes_against_persons,crimes_against_property,crimes_against_society,assault_offenses,aggravated_assault,simple_assault,intimidation,homicide_offenses,murder_and_nonnegligent_manslaughter,negligent_man_slaughter,justifiable_homicide,human_trafficking_offenses,commercial_sex_acts,involuntary_servitude,kidnapping_abduction,sex_offenses,rape,sodomy,sexual_assault_with_an_object,fondling,incest,statutory_rape,arson,bribery,burglary_breaking_&_entering,counter_feiting_forgery,destruction_damage_vandalism_of_property,embezzle_ment,extortion_blackmail,fraud_offenses,false_pretenses_swindle_confidence_game,credit_card_automated_teller_machine_fraud,imper_sonation,welfare_fraud,wire_fraud,identity_theft,hacking_computer_invasion,larceny_theft_offenses,pocket_picking,purse_snatching,shop_lifting,theft_from_building,theft_from_coin_op_erated_machine_or_device,theft_from_motor_vehicle,theft_of_motor_vehicle_parts_or_acces_sories,all_other_larceny,motor_vehicle_theft,robbery,stolen_property_offenses,animal_cruelty,drug_narcotic_offenses,drug_narcotic_violations,drug_equipment_violations,gambling_offenses,betting_wagering,operating_promoting_assisting_gambling,gambling_equipment_violations,sports_tampering,por_nography_obscene_material,pros_titution_offenses,pros_titution,assisting_or_promoting_prostitution,purchasing_prostitution,weapon_law_violations
,,Knox,,8881,2767,4763,1351,2622,441,1619,562,9,8,1,0,0,0,0,18,118,34,19,4,57,0,4,23,0,538,45,637,12,12,419,257,70,49,1,29,8,5,2332,0,1,286,211,8,669,248,909,589,31,125,1,1335,829,506,0,0,0,0,0,4,2,0,0,2,9
,,Loudon,,1248,399,596,253,363,100,191,72,1,1,0,0,0,0,0,6,29,7,0,1,19,0,2,3,0,71,9,109,1,1,82,58,12,5,0,4,3,0,252,0,0,6,79,0,38,23,106,65,3,0,2,228,147,81,0,0,0,0,0,4,0,0,0,0,19
,,Macon,,444,167,131,146,162,60,95,7,0,0,0,0,0,0,0,0,5,1,0,1,2,0,1,1,0,22,3,40,0,0,3,0,3,0,0,0,0,0,45,0,0,0,5,0,7,1,32,17,0,0,0,140,78,62,0,0,0,0,0,0,0,0,0,0,6
,,Madison,,1289,348,502,439,333,62,183,88,0,0,0,0,0,0,0,5,10,4,1,0,3,0,2,1,1,69,13,109,1,1,52,25,19,6,0,0,2,0,205,1,0,6,42,0,71,26,59,40,3,7,3,386,230,156,0,0,0,0,0,3,2,1,0,1,45
,,Marion,,668,244,336,88,236,79,83,74,0,0,0,0,0,0,0,4,4,2,0,0,2,0,0,0,0,38,1,77,0,0,28,9,6,8,0,1,4,0,117,0,0,2,28,0,27,10,50,69,2,4,1,86,49,37,0,0,0,0,0,0,0,0,0,0,1
,,Maury,,1709,622,812,275,553,120,362,71,1,1,0,0,0,0,0,5,63,27,2,0,33,0,1,2,0,86,5,177,1,4,98,34,32,32,0,0,0,0,330,0,0,6,82,0,52,42,148,105,4,0,4,248,179,69,0,0,0,0,0,2,0,0,0,0,21
,,Montgomery,,2190,632,797,761,585,112,419,54,1,1,0,0,4,4,0,14,28,8,1,0,17,0,2,3,0,81,28,212,2,3,53,5,8,40,0,0,0,0,342,0,0,13,91,0,61,10,167,59,1,13,4,686,420,266,0,0,0,0,0,11,0,0,0,0,60
,,Morgan,,659,172,346,141,167,62,101,4,1,1,0,0,0,0,0,3,1,1,0,0,0,0,0,1,0,63,0,95,0,1,5,0,0,5,0,0,0,0,141,0,0,2,0,0,15,0,124,40,0,0,1,132,72,60,0,0,0,0,0,0,0,0,0,0,8
,,Polk,,812,172,349,291,168,41,112,15,0,0,0,0,0,0,0,1,3,2,0,0,0,0,1,1,0,52,3,64,0,0,9,1,1,7,0,0,0,0,168,0,0,10,15,0,36,5,102,50,2,0,0,267,128,139,0,0,0,0,0,0,0,0,0,0,24
,,Roane,,792,237,305,250,222,60,154,8,2,2,0,0,0,0,0,6,7,3,0,0,4,0,0,1,0,59,2,71,0,0,12,1,6,5,0,0,0,0,125,0,0,0,37,1,28,7,52,34,1,0,0,209,140,69,0,0,0,0,0,0,0,0,0,0,41
,,Robertson,,1299,431,389,479,413,92,295,26,1,1,0,0,0,0,0,2,15,7,0,0,4,0,4,0,0,76,7,80,0,0,15,1,5,9,0,0,0,0,155,0,0,13,18,0,22,3,99,45,2,9,1,457,300,157,0,0,0,0,0,0,0,0,0,0,21
,,Rutherford,,3621,1098,1388,1135,1023,186,614,223,4,3,0,1,1,1,0,30,40,17,2,4,17,0,0,7,0,117,21,234,8,20,311,118,137,40,1,9,0,6,471,0,0,26,72,0,108,27,238,72,8,119,3,978,588,390,0,0,0,0,0,21,2,0,0,2,131
,,Sequatchie,,424,104,230,90,93,28,56,9,0,0,0,0,0,0,0,2,9,5,0,0,3,0,1,2,0,40,3,54,0,1,10,5,3,2,0,0,0,0,74,0,1,1,16,1,19,6,30,45,1,0,0,82,71,11,0,0,0,0,0,0,0,0,0,0,8
,,Shelby,,7435,3025,3694,716,2931,700,1504,727,9,9,0,0,1,1,0,21,63,29,3,0,26,0,5,11,0,401,49,681,10,15,218,129,20,64,1,2,0,2,1911,1,0,196,189,0,982,178,365,275,49,74,10,522,362,160,0,0,0,0,0,13,0,0,0,0,171
,,Smith,,748,144,181,423,142,37,76,29,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,27,1,40,0,0,15,7,3,2,0,3,0,0,81,0,0,0,20,0,21,15,25,16,0,0,0,416,246,170,0,0,0,0,0,0,0,0,0,0,7
,,Stewart,,870,128,108,634,114,42,63,9,0,0,0,0,0,0,0,5,9,0,2,0,5,0,2,0,0,19,3,25,0,0,5,2,1,2,0,0,0,0,40,0,0,0,5,0,8,6,21,15,1,0,3,597,300,297,0,0,0,0,0,0,0,0,0,0,34
,,Sullivan,,3573,1297,1602,674,1134,262,631,241,3,3,0,0,0,0,0,8,152,24,8,10,102,0,8,15,1,197,18,418,4,1,161,50,31,29,1,46,3,1,590,0,1,17,155,1,110,80,226,170,5,22,16,579,324,255,0,0,0,0,0,17,0,0,0,0,62
,,Sumner,,1756,517,602,637,487,107,360,20,2,2,0,0,0,0,0,7,21,8,1,0,10,0,2,3,0,74,9,108,0,3,58,14,21,21,0,1,1,0,267,4,0,2,23,0,43,23,172,57,5,18,3,591,357,234,0,0,0,0,0,6,0,0,0,0,37
,,Tipton,,2012,882,722,408,840,115,437,288,0,0,0,0,0,0,0,1,41,13,1,1,19,0,7,0,0,93,4,205,0,0,93,54,31,4,1,3,0,0,275,0,0,4,63,0,86,50,72,45,5,2,2,311,169,142,0,0,0,0,0,9,0,0,0,0,86
,,Unicoi,,383,96,87,200,89,23,62,4,0,0,0,0,0,0,0,0,7,2,0,0,2,0,3,0,0,16,0,25,0,0,2,0,0,2,0,0,0,0,33,0,0,8,7,0,8,1,9,10,0,1,0,198,113,85,0,0,0,0,0,0,0,0,0,0,2
,,Union,,597,137,267,193,125,34,76,15,1,1,0,0,0,0,0,2,9,4,0,0,5,0,0,2,0,51,5,54,0,0,15,7,0,7,0,0,1,0,104,0,0,8,21,0,16,18,41,33,3,0,0,173,114,59,0,0,0,0,0,1,0,0,0,0,19
,,Washington,,1771,667,936,168,630,129,452,49,3,3,0,0,0,0,0,5,29,11,2,1,14,0,1,6,0,130,10,148,0,2,81,45,22,8,0,4,2,0,396,0,0,14,52,0,79,11,240,142,5,16,3,145,83,62,0,0,0,0,0,6,0,0,0,0,14
,,Williamson,,1671,450,556,665,417,92,225,100,1,1,0,0,0,0,0,5,27,12,1,0,9,0,5,1,0,69,9,97,3,22,83,54,9,16,0,1,1,2,218,2,0,12,51,1,49,8,95,24,4,26,1,601,361,240,0,0,0,0,0,22,0,0,0,0,41
,,Wilson,,1820,428,659,733,414,98,250,66,0,0,0,0,0,0,0,6,8,3,0,0,5,0,0,1,0,119,8,66,1,0,50,25,1,24,0,0,0,0,354,0,0,10,48,0,83,1,212,56,4,0,0,670,440,230,0,0,0,0,0,0,1,0,1,0,62
,Nonmetropolitan Counties,Bedford,,786,335,346,105,316,62,209,45,0,0,0,0,0,0,0,7,12,6,0,0,4,0,2,2,0,61,5,61,0,1,36,7,12,14,0,3,0,0,146,0,0,0,18,0,13,6,109,31,2,1,0,90,58,32,0,0,0,0,0,4,0,0,0,0,11
,,Benton,,351,65,171,115,54,19,35,0,2,2,0,0,0,0,0,0,9,3,5,0,0,0,1,2,0,43,2,17,0,0,2,0,2,0,0,0,0,0,79,0,0,0,24,0,7,3,45,22,2,2,0,107,72,35,0,0,0,0,0,0,0,0,0,0,8
,,Bledsoe,,126,35,68,23,34,15,9,10,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,8,0,12,0,0,1,0,1,0,0,0,0,0,27,0,0,0,10,0,4,2,11,19,0,0,0,23,15,8,0,0,0,0,0,0,0,0,0,0,0
,,Carroll,,367,85,203,79,75,22,50,3,2,2,0,0,0,0,0,0,8,5,0,0,2,0,1,0,0,52,0,44,0,0,9,2,3,1,0,1,2,0,82,0,0,1,14,0,7,8,52,13,1,2,3,63,44,19,0,0,0,0,0,0,0,0,0,0,13
,,Claiborne,,567,121,340,106,112,39,70,3,0,0,0,0,0,0,0,1,8,5,0,0,2,0,1,3,0,51,0,88,0,0,14,6,4,3,0,0,1,0,139,1,0,5,75,1,26,0,31,42,3,0,0,104,85,19,0,0,0,0,0,0,0,0,0,0,2
,,Clay,,177,44,73,60,43,4,34,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,18,2,20,0,0,1,0,1,0,0,0,0,0,25,0,0,1,6,0,3,0,15,6,0,0,0,60,37,23,0,0,0,0,0,0,0,0,0,0,0
,,Cocke,,1102,333,522,247,318,122,160,36,2,2,0,0,0,0,0,2,11,6,1,0,2,0,2,8,0,87,4,97,0,0,37,16,14,1,0,3,3,0,197,0,0,8,56,0,29,31,73,89,2,1,11,196,113,83,0,0,0,0,0,3,0,0,0,0,37
,,Coffee,,1156,420,563,173,405,93,230,82,1,1,0,0,0,0,0,0,14,7,0,2,3,0,2,1,0,97,2,97,0,0,49,18,14,12,0,3,2,0,258,0,0,3,49,0,58,7,141,57,2,0,0,152,109,43,0,0,0,0,0,4,0,0,0,0,17
,,Cumberland,,1773,217,903,653,209,59,123,27,3,3,0,0,0,0,0,2,3,3,0,0,0,0,0,0,0,188,17,163,10,0,84,24,30,0,2,28,0,0,347,0,0,16,106,1,40,42,142,76,0,18,0,653,414,239,0,0,0,0,0,0,0,0,0,0,0
,,Decatur,,519,141,208,170,128,36,73,19,0,0,0,0,0,0,0,0,13,3,3,1,6,0,0,5,0,53,4,30,0,1,16,4,7,3,0,1,1,0,77,0,0,2,10,0,24,4,37,18,2,2,1,149,87,62,0,0,0,0,0,1,0,0,0,0,19
,,DeKalb,,270,51,150,69,49,11,30,8,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,2,0,24,3,29,0,0,11,3,3,1,0,2,2,0,56,0,0,0,7,0,21,2,26,25,0,0,0,69,49,20,0,0,0,0,0,0,0,0,0,0,0
,,Dyer,,541,147,306,88,128,44,80,4,0,0,0,0,0,0,0,8,11,3,1,0,5,0,2,0,0,50,8,64,0,0,30,10,13,7,0,0,0,0,127,0,0,1,6,0,27,14,79,25,1,1,3,76,48,28,0,0,0,0,0,1,0,0,0,0,8
,,Fentress,,772,209,376,187,175,37,123,15,1,0,0,1,0,0,0,10,23,10,0,0,11,0,2,1,0,70,11,86,0,0,33,11,8,13,1,0,0,0,150,0,1,4,89,0,25,2,29,25,0,0,5,154,87,67,0,0,0,0,0,6,0,0,0,0,22
,,Franklin,,753,303,339,111,284,95,144,45,3,3,0,0,0,0,0,0,16,8,0,0,8,0,0,2,0,45,4,55,0,1,38,26,9,3,0,0,0,0,155,0,0,2,8,0,17,1,127,33,4,2,1,99,83,16,0,0,0,0,0,2,0,0,0,0,9
,,Giles,,461,157,232,72,145,52,88,5,0,0,0,0,0,0,0,0,12,5,0,0,6,0,1,0,0,36,3,71,0,0,7,3,4,0,0,0,0,0,89,0,0,1,25,0,11,10,42,25,0,1,2,58,37,21,0,0,0,0,0,3,0,0,0,0,9
,,Greene,,2206,699,1187,320,657,185,384,88,2,2,0,0,0,0,0,13,27,13,3,0,9,0,2,7,0,197,17,223,5,5,122,78,32,1,0,5,6,0,450,0,1,20,135,2,51,56,185,148,2,11,10,277,132,145,0,0,0,0,0,5,0,0,0,0,28
,,Grundy,,816,239,332,245,230,77,125,28,0,0,0,0,0,0,0,2,7,3,0,0,2,0,2,2,0,32,8,66,0,0,28,22,0,5,0,1,0,0,144,0,0,4,82,0,18,2,38,46,1,5,1,222,146,76,0,0,0,0,0,1,0,0,0,0,21
,,Hancock,,39,13,15,11,12,7,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,7,0,1,0,3,2,0,0,0,11,7,4,0,0,0,0,0,0,0,0,0,0,0
,,Hardeman,,513,220,241,52,204,78,82,44,0,0,0,0,0,0,0,1,15,7,2,0,5,0,1,2,0,56,4,50,1,0,31,14,7,3,0,7,0,0,76,0,0,0,13,0,15,14,34,20,1,0,0,50,39,11,0,0,0,0,0,2,0,0,0,0,0
,,Hardin,,820,199,549,72,183,53,98,32,1,1,0,0,0,0,0,1,14,4,0,1,9,0,0,1,0,123,4,101,0,0,15,4,4,3,0,0,4,0,252,1,0,2,55,1,42,6,145,49,4,0,1,60,41,19,0,0,0,0,0,0,0,0,0,0,11
,,Haywood,,382,156,202,24,141,22,70,49,1,1,0,0,0,0,0,6,8,0,1,0,6,0,1,0,0,37,0,48,0,0,17,2,5,3,0,0,7,0,72,0,0,4,3,1,15,4,45,22,3,3,2,20,15,5,0,0,0,0,0,0,0,0,0,0,2
,,Henderson,,720,230,401,89,198,54,108,36,1,1,0,0,0,0,0,10,21,8,2,0,9,0,2,1,1,86,14,98,0,1,28,7,7,6,0,5,3,0,133,0,0,1,37,1,20,8,66,38,0,1,0,78,59,19,0,0,0,0,0,2,0,0,0,0,9
,,Henry,,725,208,380,137,188,38,94,56,3,3,0,0,0,0,0,2,15,5,1,0,9,0,0,5,0,84,1,75,2,0,35,17,6,12,0,0,0,0,148,0,0,0,39,0,17,6,86,30,0,0,0,134,79,55,0,0,0,0,0,0,0,0,0,0,3
,,Hickman,,1240,459,658,123,428,93,206,129,2,1,1,0,0,0,0,4,25,11,0,1,11,1,1,3,0,108,13,152,0,1,51,18,17,12,0,1,3,0,252,0,1,17,42,1,30,17,144,76,0,2,1,118,64,54,0,0,0,0,0,0,0,0,0,0,4
,,Houston,,181,74,101,6,70,41,14,15,1,1,0,0,0,0,0,0,3,0,0,0,3,0,0,2,0,13,1,17,0,0,4,0,4,0,0,0,0,0,54,1,0,0,26,0,8,4,15,10,0,0,0,6,4,2,0,0,0,0,0,0,0,0,0,0,0
,,Humphreys,,402,111,160,131,99,38,58,3,1,1,0,0,0,0,0,2,9,2,0,0,5,0,2,0,0,31,1,45,2,0,7,5,2,0,0,0,0,0,53,0,0,1,15,0,9,0,28,19,2,0,0,122,65,57,0,0,0,0,0,0,0,0,0,0,9
,,Jackson,,256,65,86,105,59,23,32,4,0,0,0,0,0,0,0,3,3,0,2,0,1,0,0,1,0,10,1,6,0,0,10,2,4,3,0,1,0,0,42,0,0,1,9,0,2,3,27,14,1,1,0,94,52,42,0,0,0,0,0,0,0,0,0,0,11
,,Johnson,,497,146,232,119,132,27,80,25,1,1,0,0,0,0,0,1,12,7,0,3,2,0,0,1,0,32,2,73,0,0,24,10,5,7,0,0,2,0,69,0,0,2,10,0,6,11,40,28,0,3,10,96,61,35,0,0,0,0,0,3,0,0,0,0,10
,,Lake,,71,17,44,10,13,4,7,2,1,1,0,0,0,0,0,1,2,1,0,0,0,0,1,0,0,10,1,4,0,0,0,0,0,0,0,0,0,0,28,0,0,0,11,0,7,6,4,1,0,0,0,9,6,3,0,0,0,0,0,0,0,0,0,0,1
,,Lauderdale,,518,190,278,50,174,65,87,22,2,2,0,0,0,0,0,3,11,6,0,0,2,1,2,1,0,52,1,66,0,0,28,6,10,7,1,3,1,0,109,0,0,4,26,0,23,14,42,19,1,1,1,34,24,10,0,0,0,0,0,4,0,0,0,0,11
,,Lawrence,,968,272,443,253,250,64,123,63,0,0,0,0,0,0,0,3,19,12,1,0,6,0,0,1,0,87,13,79,0,0,48,25,14,2,0,5,1,1,161,0,0,4,39,0,28,14,76,52,1,1,3,227,135,92,0,0,0,0,0,2,0,0,0,0,21
,,Lewis,,262,49,145,68,48,25,17,6,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,0,24,1,36,0,0,12,6,5,1,0,0,0,0,53,0,0,0,8,0,9,1,35,15,0,2,0,68,36,32,0,0,0,0,0,0,0,0,0,0,0
,,Lincoln,,1061,392,492,177,379,48,185,146,1,0,0,1,0,0,0,2,10,3,1,1,3,0,2,2,0,87,17,82,2,0,61,37,11,13,0,0,0,0,199,1,0,3,46,0,47,23,79,40,2,0,3,143,97,46,0,0,0,0,0,4,0,0,0,0,27
,,Marshall,,280,136,112,32,130,26,89,15,0,0,0,0,0,0,0,2,4,1,0,0,1,0,2,0,0,17,2,18,0,0,10,4,3,0,0,1,2,0,48,0,0,0,27,0,6,0,15,16,1,0,0,31,21,10,0,0,0,0,0,0,0,0,0,0,1
,,McMinn,,1015,259,593,163,240,74,114,52,0,0,0,0,0,0,0,3,16,7,1,0,6,1,1,8,1,115,10,103,0,0,17,5,4,4,0,0,4,0,234,0,0,1,47,0,56,12,118,94,10,1,0,163,96,67,0,0,0,0,0,0,0,0,0,0,0
,,McNairy,,574,154,289,131,150,39,96,15,0,0,0,0,0,0,0,0,4,1,0,0,3,0,0,2,0,56,1,68,2,0,4,1,0,3,0,0,0,0,117,0,1,2,14,0,22,14,64,37,1,1,0,131,93,38,0,0,0,0,0,0,0,0,0,0,0
,,Meigs,,492,123,276,93,109,48,49,12,0,0,0,0,0,0,0,1,13,5,0,0,8,0,0,4,0,47,0,35,1,0,11,0,6,1,0,4,0,0,129,0,0,4,26,0,15,4,80,47,2,0,0,85,53,32,0,0,0,0,0,1,0,0,0,0,7
,,Monroe,,2254,865,1157,232,826,169,495,162,2,2,0,0,0,0,0,5,32,19,0,0,10,1,2,11,0,228,10,227,1,3,49,9,21,5,1,1,12,0,479,0,0,4,27,0,66,16,366,141,4,4,3,196,117,79,0,0,0,0,0,5,0,0,0,0,28
,,Moore,,172,62,70,40,53,9,23,21,0,0,0,0,0,0,0,0,9,4,0,0,5,0,0,0,0,11,0,20,0,0,7,3,3,1,0,0,0,0,28,0,0,0,3,0,3,2,20,4,0,0,0,40,29,11,0,0,0,0,0,0,0,0,0,0,0
,,Obion,,637,173,287,177,165,49,97,19,0,0,0,0,0,0,0,4,4,2,1,0,1,0,0,2,0,65,3,54,1,0,12,5,3,2,0,2,0,0,132,0,0,7,22,0,33,4,66,13,0,5,0,165,121,44,0,0,0,0,0,0,0,0,0,0,12
,,Overton,,449,79,231,139,74,19,45,10,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,3,0,11,7,41,2,1,13,3,5,2,0,2,0,1,111,0,0,2,16,0,11,0,82,39,0,3,0,133,80,53,0,0,0,0,0,0,0,0,0,0,6
,,Perry,,83,32,45,6,31,9,22,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,7,1,5,0,1,2,1,1,0,0,0,0,0,24,0,0,2,4,0,6,1,11,4,0,0,0,6,5,1,0,0,0,0,0,0,0,0,0,0,0
,,Pickett,,102,21,59,22,18,11,5,2,0,0,0,0,0,0,0,0,3,1,0,0,1,0,1,2,0,16,3,5,0,0,4,2,2,0,0,0,0,0,22,0,0,0,6,0,2,0,14,6,0,1,0,22,16,6,0,0,0,0,0,0,0,0,0,0,0
,,Rhea,,920,212,369,339,200,66,93,41,1,1,0,0,0,0,0,1,10,6,0,1,3,0,0,1,0,29,13,77,0,0,24,7,8,4,0,5,0,0,178,0,0,1,60,0,27,21,69,47,0,0,0,335,189,146,0,0,0,0,0,0,1,1,0,0,3
,,Scott,,442,122,256,64,116,41,60,15,0,0,0,0,0,0,0,1,5,2,0,1,2,0,0,1,0,90,5,62,0,0,12,2,6,2,0,0,2,0,62,0,0,0,7,0,18,12,25,23,1,0,1,60,41,19,0,0,0,0,0,1,0,0,0,0,2
,,Sevier,,2315,1005,1098,212,956,139,520,297,0,0,0,0,0,0,0,13,36,13,0,0,20,2,1,5,0,124,27,209,0,0,152,58,40,46,0,8,0,0,429,0,1,7,152,6,104,7,152,136,7,9,0,186,134,52,0,0,0,0,0,1,0,0,0,0,25
,,Van Buren,,95,6,43,46,4,0,4,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,2,0,2,0,6,0,0,4,0,0,4,0,0,0,0,25,0,0,0,2,0,1,2,20,4,0,0,0,44,29,15,0,0,0,0,0,2,0,0,0,0,0
,,Warren,,980,272,466,242,247,77,136,34,2,2,0,0,0,0,0,7,16,6,3,0,6,0,1,7,0,59,9,79,2,0,54,28,16,7,0,2,1,0,191,0,0,7,52,0,19,26,87,63,2,0,7,201,141,60,0,0,0,0,0,6,0,0,0,0,28
,,Wayne,,326,65,131,130,61,18,36,7,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,1,0,21,3,20,0,0,2,0,0,2,0,0,0,0,59,0,0,0,11,0,1,2,45,24,0,1,0,129,87,42,0,0,0,0,0,0,0,0,0,0,1
,,Weakley,,335,79,169,87,74,23,47,4,1,1,0,0,0,0,0,0,4,2,0,0,2,0,0,0,0,40,1,35,0,0,19,9,1,9,0,0,0,0,62,0,0,0,6,0,9,8,39,10,1,1,0,76,50,26,0,0,0,0,0,0,0,0,0,0,11
,,White,,786,204,324,258,186,40,135,11,0,0,0,0,0,0,0,3,15,6,0,0,6,0,3,4,0,43,10,61,0,0,17,1,2,6,2,2,4,0,147,0,0,2,111,0,10,2,22,38,1,3,0,250,177,73,0,0,0,0,0,0,0,0,0,0,8
,State Police,Department of Safety,,4325,212,373,3740,207,120,61,26,3,2,1,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1,55,68,0,0,40,4,1,30,0,0,5,0,24,0,0,1,1,0,6,7,9,104,0,80,1,3432,2304,1128,0,0,0,0,0,0,0,0,0,0,307
,Other,7th Judicial District Crime Task Force,,127,1,1,125,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,116,93,23,0,0,0,0,0,0,0,0,0,0,9
,,Alcoholic Beverage Commission,,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,Chattanooga Housing Authority,,33,0,1,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,23,9,0,0,0,0,0,0,0,0,0,0,0
,,Chattanooga Metropolitan Airport,,4,3,1,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,Department of Agriculture Agricultural Crime Unit,,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,Department of Correction Internal Affairs,,40,20,0,20,19,10,9,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,0,0,0,0,0,0,0,0,0,0,0,0
,,Dickson City Park Ranger Division,,5,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
,,"Drug Task Force, 1st Judicial District",,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
,,"Drug Task Force, 2nd Judicial District",,65,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,63,2,0,0,0,0,0,0,0,0,0,0,0
,,"Drug Task Force, 3rd Judicial District",,245,0,0,245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,245,122,123,0,0,0,0,0,0,0,0,0,0,0
,,"Drug Task Force, 4th Judicial District",,78,0,1,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,77,77,0,0,0,0,0,0,0,0,0,0,0,0
,,"Drug Task Force, 5th Judicial District",,412,0,5,407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,405,324,81,0,0,0,0,0,0,0,0,0,0,2
,,"Drug Task Force, 8th Judicial District",,133,0,0,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133,129,4,0,0,0,0,0,0,0,0,0,0,0
,,"Drug Task Force, 9th Judicial District",,86,0,6,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,80,66,14,0,0,0,0,0,0,0,0,0,0,0
,,"Drug Task Force, 10th Judicial District",,206,0,0,206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,197,122,75,0,0,0,0,0,0,0,0,0,0,9
,,"Drug Task Force, 12th Judicial District",,55,0,2,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,53,42,11,0,0,0,0,0,0,0,0,0,0,0
,,"Drug Task Force, 14th Judicial District",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,"Drug Task Force, 15th Judicial District",,76,0,4,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,44,25,0,0,0,0,0,0,0,0,0,0,3
